case_id,charge_seq,charge,occur_dt,ucr_code,ucr_cat,ucr_group,(No column name),case_status,csstatus,bias,vic_lst
1804955,3,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",21:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1804955,1,INTERFERE W/ POLICE OFFICER - CONDUCT,21:00.0,240,SOC,DISORDERLY CONDUCT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1804955,2,ESCAPE FROM CUSTODY,21:00.0,262,SOC,ALL OTHER,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1804953,1,DECEASED SUBJECT,07:00.0,999,UNA,UNASSIGNED,CARDIAC ARREST,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,"[{""age"":""74"",""sex"":""M"",""type"":""I""}]"
1804959,1,HARASSMENT - SIMPLE ASLT,42:00.0,43,PER,ASSAULT,HARASSMENT,CLEARED BY ARREST,A ,NULL,"[{""age"":""17"",""sex"":""M"",""type"":""I""}]"
1804960,1,UUV,00:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""27"",""sex"":""M"",""type"":""I""}]"
1804962,1,VEHICLE RECOVERED FOR ANOTHER AGENCY,55:00.0,530,ORS,VEHICLE RECOVERED / OTHER AGENCY,LOCATION STOLEN,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804907,1,BURGLARY 1 - RESIDENCE,11:00.0,51,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""22"",""sex"":""M"",""type"":""I""},{""age"":""21"",""sex"":""M"",""type"":""I""}]"
1804429,1,ASSIST OUTSIDE AGENCY,09:00.0,999,UNA,UNASSIGNED,ASSIST OUTSIDE,ARREST BY OTHER AGENCY,T ,NULL,[]
1804932,1,VIOL RESTRAINING ORDER,33:00.0,47,PER,ASSAULT,VIOLATION OF RE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""32"",""sex"":""F"",""type"":""I""}]"
1804967,1,DOG NO LICENSE,00:00.0,267,SOC,ALL OTHER,DOG AT LARGE,CLEARED BY ARREST,A ,NULL,[]
1804966,1,THEFT 1 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""39"",""sex"":""F"",""type"":""I""}]"
1804976,1,THEFT 2 - BICYCLE,30:00.0,66,PRP,LARCENY,THEFT OF BICYCL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""51"",""sex"":""M"",""type"":""I""}]"
1804963,1,BURGLARY 2 - OTHER STRUCTURE,00:00.0,53,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""81"",""sex"":""F"",""type"":""I""}]"
1804963,2,CRIMINAL MISCHIEF 3 - RESULT CRIMINAL ACT,00:00.0,141,PRP,VANDALISM,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""81"",""sex"":""F"",""type"":""I""}]"
1804971,1,THEFT 2 - BICYCLE,30:00.0,66,PRP,LARCENY,THEFT OF BICYCL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""73"",""sex"":""M"",""type"":""I""}]"
1804973,1,"PROPERTY, LOST",57:00.0,999,UNA,UNASSIGNED,LOST PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""71"",""sex"":""F"",""type"":""I""}]"
1804972,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",11:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1804965,1,HARASSMENT - DIS CONDUCT,04:00.0,240,SOC,DISORDERLY CONDUCT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1804964,1,STRANGULATION - MIS APA,23:00.0,41,PER,ASSAULT,DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""52"",""sex"":""M"",""type"":""I""}]"
1804980,2,IDENTITY THEFT,47:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""26"",""sex"":""M"",""type"":""I""}]"
1804980,1,FRAUDULENT USE CREDIT CARD - MISD,47:00.0,114,PRP,FRAUD,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""26"",""sex"":""M"",""type"":""I""}]"
1804981,1,THEFT 2 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""23"",""sex"":""M"",""type"":""I""}]"
1804979,1,FORGERY 1,00:00.0,100,PRP,FORGERY,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804699,1,THEFT 2 - LOST/MISLAID PROPERTY,47:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""26"",""sex"":""M"",""type"":""I""}]"
1804983,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",32:00.0,550,ORS,WARRANT,LOCATION WANTED,CLEARED BY ARREST,A ,NULL,[]
1804974,1,THEFT 1 - RECEIVE / BUY / SELL,13:00.0,130,PRP,STOLEN PROPERTY,FOUND PROPERTY,CLEARED BY ARREST,A ,NULL,"[{""age"":""22"",""sex"":""M"",""type"":""I""}]"
1804974,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",13:00.0,550,ORS,WARRANT,FOUND PROPERTY,CLEARED BY ARREST,A ,NULL,[]
1804983,1,POSSESS METH PRIOR FEL CONV,32:00.0,180,SOC,DRUG LAW VIOLATION,LOCATION WANTED,CLEARED BY ARREST,A ,NULL,[]
1804975,1,THEFT 2 - BICYCLE,57:00.0,66,PRP,LARCENY,THEFT OF BICYCL,CLEARED BY ARREST,A ,NULL,"[{""age"":""47"",""sex"":""M"",""type"":""I""}]"
1804969,1,PROHIBITED CAMPING,57:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1804969,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",57:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1804987,1,"PROPERTY, LOST",45:00.0,999,UNA,UNASSIGNED,LOST PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""39"",""sex"":""F"",""type"":""I""}]"
1804986,1,FRAUDULENT USE CREDIT CARD - MISD,00:00.0,114,PRP,FRAUD,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""22"",""sex"":""M"",""type"":""I""}]"
1804986,2,IDENTITY THEFT,00:00.0,11F,PRP,FRAUD,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""22"",""sex"":""M"",""type"":""I""}]"
1804988,2,FORGERY 1,25:00.0,100,PRP,FORGERY,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804988,1,THEFT 3 - OTHER,25:00.0,69,PRP,LARCENY,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804984,1,THEFT 3 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""16"",""sex"":""F"",""type"":""I""}]"
1804911,1,ASSAULT 2 - APA,42:00.0,41,PER,ASSAULT,UNKNOWN PROBLEM,CLEARED BY ARREST,A ,NULL,"[{""age"":""26"",""sex"":""F"",""type"":""I""}]"
1804985,1,VIOL RESTRAINING ORDER,11:00.0,47,PER,ASSAULT,VIOLATION OF RE,CLEARED BY ARREST,A ,NULL,"[{""age"":""43"",""sex"":""F"",""type"":""I""}]"
1804992,1,PROHIBITED CAMPING,12:00.0,269,SOC,ALL OTHER,PATROL CHECK,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804995,1,DETOX,39:00.0,512,ORS,CUSTODY,,CLEARED BY ARREST,A ,NULL,[]
1804778,1,DRUG EVALUATION REPORT,02:00.0,999,UNA,UNASSIGNED,REQUEST DRE,ARREST BY OTHER AGENCY,T ,NULL,[]
1804990,1,THEFT 1 - DECEPTION,18:00.0,115,PRP,FRAUD,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""65"",""sex"":""F"",""type"":""I""}]"
1804970,1,DOG AT LARGE,38:00.0,267,SOC,ALL OTHER,FOUND ANIMAL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804939,1,CRIMINAL TRESPASS 2,45:00.0,261,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1805003,1,UNAUTHORIZED DEPARTURE,45:00.0,262,SOC,ALL OTHER,UNAUTHORIZED DE,CLEARED BY ARREST,A ,NULL,[]
1805000,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",02:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1804978,1,ANIMAL COMPLAINT-BITE-INJURED-IMPOUND,20:00.0,999,UNA,UNASSIGNED,DOG AT LARGE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804982,1,VIOL RESTRAINING ORDER,09:00.0,47,PER,ASSAULT,VIOLATION OF RE,UNFOUNDED,U ,NULL,"[{""age"":""38"",""sex"":""F"",""type"":""I""}]"
1804996,1,INFORMATION - NON-CRIME,38:00.0,999,UNA,UNASSIGNED,THEFT OF IDENTI,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""49"",""sex"":""F"",""type"":""I""}]"
1805007,1,THEFT 1 - BICYCLE,23:00.0,66,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""43"",""sex"":""M"",""type"":""I""}]"
1805008,1,IDENTITY THEFT,16:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""66"",""sex"":""F"",""type"":""I""}]"
1805004,1,ASSIST OUTSIDE AGENCY,00:00.0,999,UNA,UNASSIGNED,ASSIST OUTSIDE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804453,1,MENACING - THREAT,07:00.0,45,PER,ASSAULT,ARMED DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""27"",""sex"":""M"",""type"":""I""}]"
1803585,1,CRIMINAL MISCHIEF 2,37:00.0,140,PRP,VANDALISM,SUSPICIOUS SUBJ,CLEARED BY ARREST,A ,NULL,"[{""age"":""27"",""sex"":""F"",""type"":""I""}]"
1803585,2,CRIMINAL TRESPASS 2,37:00.0,261,SOC,ALL OTHER,SUSPICIOUS SUBJ,CLEARED BY ARREST,A ,NULL,[]
1803585,3,FUGITIVE FROM JUSTICE,37:00.0,550,ORS,WARRANT,SUSPICIOUS SUBJ,CLEARED BY ARREST,A ,NULL,[]
1804965,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",04:00.0,550,ORS,WARRANT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1804994,2,PROHIBITED CAMPING,06:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1805010,1,DETOX,41:00.0,512,ORS,CUSTODY,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1804998,2,POSSESS METHAMPHETAMINE,01:00.0,180,SOC,DRUG LAW VIOLATION,THEFT,CLEARED BY ARREST,A ,NULL,[]
1805005,1,CRIMINAL MISCHIEF 2,11:00.0,140,PRP,VANDALISM,,CLEARED BY ARREST,A ,NULL,"[{""age"":""35"",""sex"":""M"",""type"":""I""}]"
1805005,2,DISORDERLY CONDUCT,11:00.0,240,SOC,DISORDERLY CONDUCT,,CLEARED BY ARREST,A ,NULL,[]
1804998,1,THEFT 1 - BICYCLE,01:00.0,66,PRP,LARCENY,THEFT,CLEARED BY ARREST,A ,NULL,[]
1804999,1,BURGLARY 2 - BUSINESS,00:00.0,52,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""22"",""sex"":""F"",""type"":""I""}]"
1805006,1,HIT & RUN - VEH DAMAGE,16:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804835,1,CRIMINAL MISCHIEF 2 - VANDALISM,57:00.0,140,PRP,VANDALISM,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1804835,3,MINOR IN POSSESSION OF LIQUOR,57:00.0,221,SOC,LIQUOR LAW VIOLATION,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1805009,1,FUGITIVE FROM JUSTICE,04:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1805011,1,HIT & RUN - UNATT VEH,00:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805001,1,POSSESS HEROIN,29:00.0,180,SOC,DRUG LAW VIOLATION,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1805001,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",29:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1804997,1,INTIMIDATION 2 - THREAT,36:00.0,45,PER,ASSAULT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,ANTI-BLACK/AFRICAN AMERICAN   ,"[{""age"":""26"",""sex"":""M"",""type"":""I""}]"
1804997,2,INTERFERE PUBLIC TRANSPORT,36:00.0,240,SOC,DISORDERLY CONDUCT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1804994,1,RESISTING ARREST - DIS CONDUCT,06:00.0,240,SOC,DISORDERLY CONDUCT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1805016,1,MENACING - INTIMIDATE/THRT APA,44:00.0,45,PER,ASSAULT,DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""42"",""sex"":""F"",""type"":""I""}]"
1805017,1,DUII,05:00.0,210,SOC,DUII,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1805017,2,RECKLESS DRIVING,05:00.0,393,ORS,TRAFFIC CRIME,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1805020,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",23:00.0,550,ORS,WARRANT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1805018,1,RUNAWAY FOR OTHER AGENCY,48:00.0,550,ORS,WARRANT,LOCATION RUNAWA,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1805021,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",52:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1805019,1,DUII,12:00.0,210,SOC,DUII,WRONG WAY DRIVE,CLEARED BY ARREST,A ,NULL,[]
1805019,2,RECKLESS DRIVING,12:00.0,393,ORS,TRAFFIC CRIME,WRONG WAY DRIVE,CLEARED BY ARREST,A ,NULL,[]
1805023,1,CRIMINAL TRESPASS 2,03:00.0,261,SOC,ALL OTHER,SUSPICIOUS SUBJ,CLEARED BY ARREST,A ,NULL,[]
1805022,1,CRIMINAL TRESPASS 2,29:00.0,261,SOC,ALL OTHER,THEFT,CLEARED BY ARREST,A ,NULL,[]
1805025,1,DWS MIS,21:00.0,395,ORS,TRAFFIC CRIME,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1805024,1,DUII,42:00.0,210,SOC,DUII,ATTEMPT TO LOCA,CLEARED BY ARREST,A ,NULL,[]
1805024,2,RECKLESS DRIVING,42:00.0,393,ORS,TRAFFIC CRIME,ATTEMPT TO LOCA,CLEARED BY ARREST,A ,NULL,[]
1805026,1,MISSING PERSON,30:00.0,999,UNA,UNASSIGNED,MISSING PERSON,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1804733,1,INFORMATION - NON-CRIME,59:00.0,999,UNA,UNASSIGNED,INFORMATION - P,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805028,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",00:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1805043,1,"PROPERTY, FOUND",53:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1805038,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",35:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1805035,1,ACCIDENT VEHICLE NO INJ,50:00.0,999,UNA,UNASSIGNED,MOTOR VEH ACC N,OPEN,O ,NULL,[]
1805041,1,THEFT 3 - MOTOR VEH PARTS,00:00.0,65,PRP,LARCENY,THEFT OF LICENS,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""38"",""sex"":""M"",""type"":""I""}]"
1805037,1,THEFT 1 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""25"",""sex"":""M"",""type"":""I""}]"
1805044,1,THEFT 1 - FROM VEHICLE,30:00.0,64,PRP,LARCENY,LOST PROPERTY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1804991,1,DOG AT LARGE,36:00.0,267,SOC,ALL OTHER,ANIMAL AT LARGE,CLEARED BY ARREST,A ,NULL,[]
1805055,1,INFORMATION - NON-CRIME,00:00.0,999,UNA,UNASSIGNED,FOLLOW UP,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805052,1,ANIMAL COMPLAINT-BITE-INJURED-IMPOUND,41:00.0,999,UNA,UNASSIGNED,DOG AT LARGE,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1805045,1,ANIMAL COMPLAINT-BITE-INJURED-IMPOUND,39:00.0,999,UNA,UNASSIGNED,INJURED ANIMAL,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1805053,1,HIT & RUN - VEH DAMAGE,00:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805062,1,"PROPERTY, FOUND",41:00.0,999,UNA,UNASSIGNED,FOUND CONTRABAN,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1805051,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",32:00.0,550,ORS,WARRANT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1805059,1,THEFT 3 - OTHER,00:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""51"",""sex"":""M"",""type"":""I""}]"
1805036,1,DISPUTE,48:00.0,999,UNA,UNASSIGNED,DISPUTE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""46"",""sex"":""M"",""type"":""I""}]"
1805050,1,UUV,00:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""24"",""sex"":""M"",""type"":""I""}]"
1804989,1,FORGERY 1,55:00.0,100,PRP,FORGERY,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""87"",""sex"":""M"",""type"":""I""}]"
1804989,2,IDENTITY THEFT,55:00.0,11F,PRP,FRAUD,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""87"",""sex"":""M"",""type"":""I""}]"
1805063,1,MISSING PERSON,45:00.0,999,UNA,UNASSIGNED,MISSING PERSON,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1805056,1,ASSIST PUBLIC,41:00.0,999,UNA,UNASSIGNED,ASSIST PUBLIC-,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1805068,1,COURTESY REPORT,29:00.0,999,UNA,UNASSIGNED,,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805074,1,THEFT 2 - SHOPLIFT,27:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1805071,1,THEFT 1 - FROM VEHICLE,29:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""37"",""sex"":""M"",""type"":""I""}]"
1805078,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",57:00.0,550,ORS,WARRANT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1805047,2,CRIMINAL MISCHIEF 2 - RESULT CRIMINAL ACT,32:00.0,141,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805047,1,THEFT 2 - FROM VEHICLE,32:00.0,64,PRP,LARCENY,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805067,1,CRIMINAL MISCHIEF 1 - VANDALISM,00:00.0,140,PRP,VANDALISM,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""60"",""sex"":""M"",""type"":""I""}]"
1805077,1,MISSING PERSON,30:00.0,999,UNA,UNASSIGNED,MISSING PERSON,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1805064,1,THEFT 1 - FROM VEHICLE,50:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""20"",""sex"":""M"",""type"":""I""}]"
1805048,1,CRIMINAL MISCHIEF 3 - VANDALISM,34:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805049,1,THEFT 2 - FROM VEHICLE,39:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""37"",""sex"":""F"",""type"":""I""}]"
1804440,1,CRIMINAL MISCHIEF 2,28:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,POLITICAL AFFILIATION         ,"[{""age"":""35"",""sex"":""F"",""type"":""I""},{""age"":""38"",""sex"":""M"",""type"":""I""}]"
1805066,1,POSSESS HEROIN 1 GRAM OR MORE,23:00.0,180,SOC,DRUG LAW VIOLATION,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1805083,2,VEHICLE RECOVERED FOR ANOTHER AGENCY,48:00.0,530,ORS,VEHICLE RECOVERED / OTHER AGENCY,SUSPICIOUS COND,CLEARED BY ARREST,A ,NULL,[]
1805083,1,POSSESS METH 2 GRAMS OR MORE,48:00.0,180,SOC,DRUG LAW VIOLATION,SUSPICIOUS COND,CLEARED BY ARREST,A ,NULL,[]
1805084,2,DETOX,22:00.0,512,ORS,CUSTODY,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1805084,1,CRIMINAL TRESPASS 2,22:00.0,261,SOC,ALL OTHER,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1805080,1,THEFT 2 - SHOPLIFT,56:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1805089,1,FORGERY 1,59:00.0,100,PRP,FORGERY,FORGERY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805069,1,HARASSMENT (1AA) PHYSICAL CONT - SIMP ASLT,22:00.0,43,PER,ASSAULT,DISPUTE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""39"",""sex"":""F"",""type"":""I""}]"
1805088,1,DUII,26:00.0,210,SOC,DUII,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1805054,1,RAPE 1 - FORCIBLE,00:00.0,20,PER,RAPE,CHECK WELFARE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""15"",""sex"":""F"",""type"":""I""}]"
1805076,1,DISPUTE,19:00.0,999,UNA,UNASSIGNED,DISPUTE FAMILY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1805082,1,RUNAWAY JUVENILE - OWN AGENCY,25:00.0,290,SOC,RUNAWAY,RUNAWAY JUVENIL,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1805079,1,DRUG EVALUATION REPORT,49:00.0,999,UNA,UNASSIGNED,REQUEST DRE,ARREST BY OTHER AGENCY,T ,NULL,[]
1805072,1,THEFT 3 - SHOPLIFT,14:00.0,63,PRP,LARCENY,SHOPLIFT,CLEARED BY ARREST,A ,NULL,[]
1805070,1,THEFT 2 - SHOPLIFT,42:00.0,63,PRP,LARCENY,SUSPICIOUS SUBJ,CLEARED BY ARREST,A ,NULL,[]
1805091,3,RECKLESS DRIVING,01:00.0,393,ORS,TRAFFIC CRIME,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1805091,2,HIT & RUN - PROP DAMAGE,01:00.0,391,ORS,TRAFFIC CRIME,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1805092,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",03:00.0,550,ORS,WARRANT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1805091,1,DUII,01:00.0,210,SOC,DUII,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,"[{""age"":""48"",""sex"":""F"",""type"":""I""}]"
1805087,2,DUII,43:00.0,210,SOC,DUII,DUII,CLEARED BY ARREST,A ,NULL,[]
1805087,5,ELUDE VEHICLE,43:00.0,394,ORS,TRAFFIC CRIME,DUII,CLEARED BY ARREST,A ,NULL,[]
1805087,4,RECKLESS DRIVING,43:00.0,393,ORS,TRAFFIC CRIME,DUII,CLEARED BY ARREST,A ,NULL,[]
1805087,1,RECKLESS ENDANGERING,43:00.0,48,PER,ASSAULT,DUII,CLEARED BY ARREST,A ,NULL,"[{""age"":""50"",""sex"":""F"",""type"":""I""},{""age"":""38"",""sex"":""M"",""type"":""I""}]"
1805087,3,HIT & RUN - PROP DAMAGE,43:00.0,391,ORS,TRAFFIC CRIME,DUII,CLEARED BY ARREST,A ,NULL,[]
1805094,1,MENTAL HOLD BY POLICE OFFICER,23:00.0,513,ORS,CUSTODY,SUICIDAL SUBJEC,CLEARED BY ARREST,A ,NULL,[]
1804814,1,THEFT 2 - DECEPTION,00:00.0,115,PRP,FRAUD,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""27"",""sex"":""M"",""type"":""I""}]"
1805085,1,HARASSMENT PHONE - INTIMIDATE/THRT,23:00.0,45,PER,ASSAULT,HARASSMENT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""28"",""sex"":""F"",""type"":""I""}]"
1804814,2,IDENTITY THEFT,00:00.0,11F,PRP,FRAUD,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""27"",""sex"":""M"",""type"":""I""}]"
